#Key+A955,String,Size,Notes
EVENTMSG_COMBAT_PLAGUES,Use of biological weapons have caused outbreaks of ,256,"params none, include space at end"
EVENTMSG_COMBAT_VACCINES,Vaccinations have prevented the spread of ,256,"params: none, include space at end"
EVENTMSG_COMBAT_PLAYER_INFRA,Infrastructure reduced by %s.,256,params: number
EVENTMSG_COMBAT_PLAYER_POPULATION,%s citizens lost their lives.,256,params: number
EVENTMSG_COMBAT_ENEMY_INFRA,Enemy infrastructure reduced by %s.,256,params: number
EVENTMSG_COMBAT_ENEMY_POPULATION,%s enemy citizens lost their lives.,256,params: number
EVENTMSG_COMBAT_RESOURCES_LOST,%s resources were stripped from the system.,256,params: number
EVENTMSG_COMBAT_RESOURCES_ADDED,%s resources were added to the system.,256,params: number
EVENTMSG_COMBAT_PLAYER_LOST_1FLEET,1 fleet was destroyed.,256,params: none
EVENTMSG_COMBAT_PLAYER_LOST_NFLEETS,%s fleets were destroyed,256,params: numFleets
EVENTMSG_COMBAT_PLAYER_LOST_1SHIP,1 ship was destroyed.,256,params: none
EVENTMSG_COMBAT_PLAYER_LOST_NSHIPS,%s ships were destroyed,256,params: numShips
EVENTMSG_COMBAT_PLAYER_LOST_1GATE,1 teleport gate was destroyed.,256,params: none
EVENTMSG_COMBAT_PLAYER_LOST_NGATES,%s teleport gates were destroyed.,256,params: numGates
EVENTMSG_COMBAT_PLAYER_LOST_1SAT,1 satellite was destroyed.,256,params: none
EVENTMSG_COMBAT_PLAYER_LOST_NSATS,%s satellites were destroyed.,256,params: numDefs
EVENTMSG_COMBAT_ENEMY_LOST_1SHIP,1 enemy ship was destroyed.,256,params: none
EVENTMSG_COMBAT_ENEMY_LOST_NSHIPS,%s enemy ships were destroyed.,256,params: numShips
EVENTMSG_COMBAT_SUBVERTED_REBELAI_1SHIP,AI Slaves technology has allowed you to take control of a rebelling AI ship.,,
EVENTMSG_COMBAT_SUBVERTED_REBELAI_NSHIPS,AI Slaves technology has allowed you to take control of %s rebelling AI ships.,,
EVENTSUM_COMBAT_NODECANNON_FLINGS,Uncontrolled Node Jump,,
EVENTMSG_COMBAT_NODECANNON_FLINGS,"A weapon has caused a rip in nodespace. Some of your ships were pulled in, but managed to navigate to nearby %s.",,
EVENTSUM_COMBAT_NODECANNON_KILLS,Uncontrolled Node Jump,,
EVENTMSG_COMBAT_NODECANNON_KILLS,A weapon has caused a rip in nodespace. Some of your ships were pulled in and destroyed.,,
EVENTSUM_PEACEFULENC_INSYSTEM,Combat Averted,,params: system
EVENTMSG_PEACEFULENC_INSYSTEM,The fleets at %s chose not to fight.,,params: system
EVENTSUM_PEACEFULENC_DEEPSPACE,Combat Averted,,
EVENTMSG_PEACEFULENC_DEEPSPACE,The fleets in deep space chose not to fight.,,
EVENTMSG_PEACEFULENC_1OTHERPLAYER,The other combatant was %s.,,params: player
EVENTMSG_PEACEFULENC_NOTHERPLAYERS,The other combatants were %s.,,params: player list
EVENTSUM_PLANET_DESTROYED,Planet At %s Destroyed!,256,params: system
EVENTMSG_PLANET_DESTROYED,Nothing remains of the planet at %s except rubble.,256,params: system
EVENTSUM_OVERHARVEST_WARNING,Overharvesting %s!,256,params: system
EVENTMSG_OVERHARVEST_WARNING,Overharvesting is destroying permanent resources on %s!,256,params: system
EVENTSUM_SYSKILL_FLEET_HALTED,Navigation Error,255,params: none
EVENTMSG_SYSKILL_FLEET_HALTED,Navigation data for %s has changed. %s has halted course.,255,"params: system, fleet"
EVENTSUM_SYSKILL_FLEET_HALTED_VIANODE,Navigation Error,255,params: none
EVENTMSG_SYSKILL_FLEET_HALTED_VIANODE,Navigation data for %s has changed. %s will halt course when it reaches its current destination.,255,"params: system, fleet"
EVENTSUM_SYSKILL_FLEET_DESTROYED_VIANODE,Fleet Lost!,255,params: none
EVENTMSG_SYSKILL_FLEET_DESTROYED_VIANODE,Navigation data for %s has changed. The local node paths have collapsed. %s was lost en route to the system.,255,"params: system, fleet"
EVENTSUM_COMBAT_DETECTED,Combat %s.,255,params: location+preposition
EVENTMSG_COMBAT_DETECTED,Sensors indicate a major battle has occurred at %s,255,params: location+preposition
EVENTSUM_NODEDECAY_FLEET_HALTED,Navigation Error,,
EVENTMSG_NODEDECAY_FLEET_HALTED,Navigation data has changed. The node path between %s and %s has collapsed.,512,"params: from system, to system"
EVENTSUM_NODEDECAY_FLEET_HALTED_VIANODE,Navigation Error,,
EVENTMSG_NODEDECAY_FLEET_HALTED_VIANODE,Navigation data has changed. The node path between %s and %s has collapsed. %s will halt course when it reaches its current destination.,512,"params: from system, to system, fleet"
EVENTSUM_NODEDECAY_FLEET_DESTROYED_VIANODE_1FLEET,Fleet Lost!,,
EVENTSUM_NODEDECAY_FLEET_DESTROYED_VIANODE_NFLEETS,Fleets Lost!,,
EVENTMSG_NODEDECAY_FLEET_DESTROYED_VIANODE_1SHIP,The node path between %s and %s has collapsed. 1 ship was lost traversing the path.,,
EVENTMSG_NODEDECAY_FLEET_DESTROYED_VIANODE_NSHIPS,The node path between %s and %s has collapsed. %s ships were lost traversing the path.,512,"params: from system, to system, num ships lost"
EVENTSUM_NEW_NODEPATH_UNSTABLE_TOOMANY,Node Path Unstable,,
EVENTMSG_NEW_NODEPATH_UNSTABLE_TOOMANY,Interference with other node paths at %s has made the new path from %s to %s unstable.,511,"params: system with too many paths, from system, to system"
EVENTSUM_NEW_NODEPATH_UNSTABLE,Node Path Unstable,,
EVENTMSG_NEW_NODEPATH_UNSTABLE,The new node path from %s to %s is unstable.,511,"params: from system, to system"
EVENTSUM_SHARESYSSTATS,New Info For %s,511,params: system
EVENTMSG_SHARESYSSTATS,%s has send you new information about %s.,511,"params: player, system"

EVENTSUM_SURRENDER_RESULTS,%s Surrenders To You,255,params: player name
EVENTMSG_SURRENDER_RESULTS,%s has surrendered to you.,255,params: player name
EVENTMSG_SURRENDER_RESULTS_SAVINGS,You receive %s from what remains of their treasury.,255,params: savings amount
EVENTMSG_SURRENDER_RESULTS_SYSTEMS,Ownership of %s systems has been transferred to you.,255,params: number of systems
EVENTMSG_SURRENDER_RESULTS_RESEARCH,You receive a %s bonus to research for the next %s years.,255,"params: research bonus, number of years"
EVENTSUM_YOU_SURRENDERED_TO,You Surrendered,255,params: player who was surrendered to
EVENTMSG_YOU_SURRENDERED_TO,You have surrendered to %s.,255,params: player who was surrendered to
EVENTSUM_YOU_SURRENDERED,You Surrendered,,
EVENTMSG_YOU_SURRENDERED,You have surrendered.,,
EVENTSUM_PLAYER_SURRENDERED,%s Surrenders,255,params: player name
EVENTMSG_PLAYER_SURRENDERED,%s has surrendered.,255,params: player name

EVENTSUM_BANKRUPTCY_PROTECTION,Expenses Cut!,,
EVENTMSG_BANKRUPTCY_PROTECTION_INTRO,Actions have been taken to bring savings above bankruptcy level.,,
EVENTMSG_BANKRUPTCY_PROTECTION_CANCELBUILDS_ONE,1 build order was cancelled.,,
EVENTMSG_BANKRUPTCY_PROTECTION_CANCELBUILDS,%s build orders were cancelled.,255,params: number cancelled
EVENTMSG_BANKRUPTCY_PROTECTION_ABANDON_ONE,1 developing system was abandoned to reduce planetary development costs.,,
EVENTMSG_BANKRUPTCY_PROTECTION_ABANDON,%s developing systems were abandoned to reduce planetary development costs.,255,params: number colonies abandoned
EVENTMSG_BANKRUPTCY_PROTECTION_SCUTTLE_ONE,1 ship was scuttled to reduce fleet maintenance costs.,,
EVENTMSG_BANKRUPTCY_PROTECTION_SCUTTLE,%s ships were scuttled to reduce fleet maintenance costs.,255,params: number ships scuttled

EVENTSUM_NODEJUMP_ABORTED,Node Jump Aborted,,
EVENTMSG_NODEJUMP_ABORTED,%s has halted because it is no longer possible to complete a node jump.,255,params: fleet
EVENTSUM_GATEJUMP_ABORTED,Teleport Aborted,,
EVENTMSG_GATEJUMP_ABORTED,%s has halted because the gate network is at capacity.,255,params: fleet

EVENTSUM_FLEET_RETREATED_VIA_TELEPORT,Fleet Retreats To %s,255,params: location
EVENTMSG_FLEET_RETREATED_VIA_TELEPORT,%s retreated from combat and teleported safely to %s.,255,"params: fleet, location"

EVENTSUM_LABACCIDENT_AT_SYSTEM,Lab Accident At %s,255,params: system name
EVENTSUM_LABACCIDENT,Lab Accident,,
EVENTMSG_LABACCIDENT_AT_SYSTEM,An accident occurred at %s while researching %s.,255,"params: system name, tech name"
EVENTMSG_LABACCIDENT,An accident occurred while researching %s.,255,params: tech name
EVENTMSG_LABACCIDENT_PROGRESS,Progress was set back %s.,255,params: percentage
EVENTMSG_LABACCIDENT_INFRA,%s of the existing infrastructure was damaged.,255,params: percentage infrastructure destroyed
EVENTMSG_LABACCIDENT_POPULATION,%s of the population was killed.,255,params: percentage population killed
EVENTMSG_LABACCIDENT_COLONY,The colony was destroyed.,,

EVENTSUM_PLAYER_ECONOMY_OK,Economy Stabilized,,
EVENTMSG_PLAYER_ECONOMY_OK,Your economy has stabilized.,,
EVENTSUM_PLAYER_BANKRUPTCY_AVOIDED,Bankruptcy Avoided,,
EVENTMSG_PLAYER_BANKRUPTCY_AVOIDED,"Your economy has begun to recover, however cost cutting measures are still in effect.",,
EVENTSUM_PLAYER_ECONOMY_WARNING,Economy In Danger!,,
EVENTMSG_PLAYER_ECONOMY_WARNING,"Your economy is unstable. You must reduce your debt. If your savings continues to decline, cost cutting measures will be taken. These measures include cancelling build orders, abandoning developing colonies, and decommissioning ships. You may also not be able to build new ships, or colonize new systems.",,
EVENTSUM_PLAYER_BANKRUPTCY_IMMINENT,Bankruptcy Imminent!,,
EVENTMSG_PLAYER_BANKRUPTCY_IMMINENT,"You have accumulated too much debt, and your economy cannot recover without outside help. You have %s years to bring your savings to at least %s, or you will be eliminated from the game.",,
EVENTSUM_PLAYER_BANKRUPT,Bankrupt!,,
EVENTMSG_PLAYER_BANKRUPT,Your empire was unable to sustain itself further and has dissolved.,,

EVENTSUM_YOU_WERE_ELIMINATED,You Have Been Eliminated,255,
EVENTMSG_YOU_WERE_ELIMINATED,Your empire has been destroyed.,255,
EVENTSUM_PLAYER_WAS_ELIMINATED,%s Eliminated,255,params: player who was eliminated
EVENTMSG_PLAYER_WAS_ELIMINATED,%s has been eliminated.,255,params: player who was eliminated
EVENTSUM_GAMEOVER_WIN,You Win!,,
EVENTMSG_GAMEOVER_WIN,You have won the game.,,
EVENTMSG_GAMEOVER_WIN_BYTEAM,You and your allies have won the game.,,
EVENTSUM_GAMEOVER_LOSS,Game Over,,
EVENTMSG_GAMEOVER_LOSS,%s has won the game.,255,params: name of one player who won
EVENTMSG_GAMEOVER_LOSS_TOTEAM,%s have won the game.,255,params: names of all players who won
EVENTSUM_GAMEOVER_DRAW,Game Over,,
EVENTMSG_GAMEOVER_DRAW,The game has ended in a draw.,,

EVENTSUM_YOU_LEFT_ALLIANCE,Alliance Changed,511,
EVENTMSG_YOU_LEFT_ALLIANCE,You have left the alliance with %s.,511,params: names of players who were in your old alliance.
EVENTSUM_ALLIANCE_DISBANDED,Alliance Dissolved,511,
EVENTMSG_ALLIANCE_DISBANDED,Your alliance with %s has dissolved.,511,params: names of players who were in your old alliance.
EVENTSUM_ALLIANCE_CREATED,Joined Alliance,511,
EVENTMSG_ALLIANCE_CREATED,You have joined an alliance with %s.,511,params: names of players who were in your old alliance.
EVENTSUM_PLAYER_LEFT_ALLIANCE,%s Leaves Alliance,511,params: player who left
EVENTMSG_PLAYER_LEFT_ALLIANCE,%s has left your alliance.,511,params: player who left
EVENTSUM_PLAYER_JOINS_ALLIANCE,%s Joins Alliance,511,params: player who just joined
EVENTMSG_PLAYER_JOINS_ALLIANCE,%s has joined your alliance.,511,params: player who just joined

EVENTSUM_AIREBELLION_TERMBYVIRUS,AI Rebellion!,255,
EVENTMSG_AIREBELLION_TERMBYVIRUS_INTRO,"AI units have rebelled against you, but have been destroyed by your AI computer virus.",255,
EVENTMSG_AIREBELLION_TERMBYVIRUS_SHIPSLOST_ONE,1 ship was destroyed.,255,
EVENTMSG_AIREBELLION_TERMBYVIRUS_SHIPSLOST,%s ships were destroyed.,255,params: number of AI ships destroyed
EVENTMSG_AIREBELLION_TERMBYVIRUS_NOBENEFITS,All benefits resulting from AI technologies have been deactivated.,255,
EVENTSUM_AIREBELLION,AI Rebellion!,,
EVENTMSG_AIREBELLION_INTRO,AI units have rebelled against you.,,
EVENTMSG_AIREBELLION_SYSTEMSLOST_ONE,1 colony has been subverted.,,
EVENTMSG_AIREBELLION_SYSTEMSLOST,%s colonies have been subverted.,255,params: number of systems taken over by rebel AI
EVENTMSG_AIREBELLION_SHIPSLOST_ONE,1 ship has been subverted.,,
EVENTMSG_AIREBELLION_SHIPSLOST,%s ships have been subverted.,255,params: number of ships taken over by rebel AI
EVENTMSG_AIREBELLION_NOBENEFITS,All benefits resulting from AI technologies have been deactivated.,,
EVENTSUM_AIVIRUS,AI Virus Unleashed,,
EVENTMSG_AIVIRUS_INTRO,You have unleashed an AI computer virus on the rebelling AI systems.,,
EVENTMSG_AIVIRUS_AISYSTEMS_DESTROYED_ONE,1 subverted colony has been destroyed.,,
EVENTMSG_AIVIRUS_AISYSTEMS_DESTROYED,%s subverted colonies have been destroyed.,255,params: number AI colonies destroyed
EVENTMSG_AIVIRUS_SHIPWARN,AI rebel ships still function.,,
EVENTMSG_AIVIRUS_NOBENEFITS,All benefits resulting from AI technologies remain deactivated.,,
EVENTSUM_AISLAVE,AI Enslaved,,
EVENTSUM_AISLAVE_INTRO,Control over AI technologies is re-established.,,
EVENTMSG_AISLAVE_SYSTEMSREGAINED_ONE,1 rebel colony has reverted to back your control.,,
EVENTMSG_AISLAVE_SYSTEMSREGAINED,%s rebel colonies have reverted to back your control.,255,params: number AI colonies enslaved
EVENTMSG_AISLAVE_SHIPWARN,AI rebel ships still function.,,
EVENTMSG_AISLAVE_BENEFITSENABLED,All benefits resulting from AI technologies are reactivated.,,

EVENTSUM_SLAVES_DEAD,No Slaves At %s,255,params: system
EVENTMSG_SLAVES_DEAD,The last of the slaves at %s have died.,255,params: system

EVENTSUM_SECTOR_SECURE,%s Secure,255,params: sector
EVENTMSG_SECTOR_SECURE,%s is now secure. Trading routes can now be established to generate more income.,255,params: sector
EVENTSUM_SECTOR_NOTSECURE,%s Not Secure,255,params: sector
EVENTMSG_SECTOR_NOTSECURE_UNEXPLORED,Some systems within the sector remain unexplored.,255,
EVENTMSG_SECTOR_NOTSECURE_ENEMY,An enemy presence has been detected within the sector.,255,
EVENTMSG_SECTOR_NOTSECURE_NOCOLONIES,There are no friendly colonies within the sector.,255,
EVENTMSG_SECTOR_NOTSECURE_INTRO,%s is no longer secure.,255,params: sector
EVENTMSG_SECTOR_NOTSECURE_NOTRADE,Any commerce will cease until it is safe for freighters along the trading routes.,255,
EVENTSUM_SECTOR_NEEDS_FREIGHTERS,%s Needs Freighters,255,params: sector
EVENTMSG_SECTOR_NEEDS_FREIGHTERS,%s additional freighters are required in %s to maximize trade revenue.,255,"params: num freighters, sector"
EVENTSUM_SECTOR_RAIDERS_DETECTED,Raiders In %s,255,params: sector
EVENTMSG_SECTOR_RAIDERS_DETECTED,A raider fleet has been detected in %s.,255,params: sector
EVENTSUM_SECTOR_EVAC,Trading Halted In %s,,
EVENTMSG_SECTOR_EVAC,%s has become unsecured. Trading ships retreated to %s for safety.,,

EVENTMSG_MONITOR_UNRESOLVED,You engaged the asteroid monitor %s.,256,params: location+preposition
EVENTMSG_MONITOR_ENTITYVICTORY,The asteroid monitor %s maintains control of the area.,256,params: location+preposition
EVENTMSG_MONITOR_ENTITYDEFEAT,The asteroid monitor %s has been destroyed.,256,params: location+preposition
EVENTMSG_METEOR_UNRESOLVED,The colony at %s was hit by incoming asteroids.,256,params: location+preposition
EVENTMSG_METEOR_ENTITYVICTORY,You have failed to intercept the incoming asteroids %s.,256,params: location+preposition
EVENTMSG_METEOR_ENTITYDEFEAT,You have protected the colony %s from incoming asteroids.,256,params: location+preposition
EVENTMSG_VONNEUMANN_UNRESOLVED,Von Neumann vessels have attacked %s.,256,params: location+preposition
EVENTMSG_VONNEUMANN_ENTITYVICTORY,Von Neumann vessels have attacked %s.,256,params: location+preposition
EVENTMSG_VONNEUMANN_ENTITYDEFEAT,Von Neumann vessels were defeated %s.,256,params: location+preposition
EVENTMSG_SWARM_UNRESOLVED,The swarm infestation %s remains.,256,params: location+preposition
EVENTMSG_SWARM_ENTITYVICTORY,The swarm infestation %s remains.,256,params: location+preposition
EVENTMSG_SWARM_ENTITYDEFEAT,The swarm infestation %s has been eliminated. Rare and valuable elements have been found in the Silicoids' remains.,256,params: location+preposition
EVENTMSG_SWARMQUEEN_UNRESOLVED,The Silicoid queen %s remains.,256,params: location+preposition
EVENTMSG_SWARMQUEEN_ENTITYVICTORY,The Silicoid queen %s remains.,256,params: location+preposition
EVENTMSG_SWARMQUEEN_ENTITYDEFEAT,The Silicoid queen %s has been eliminated. Rare and valuable elements have been found in her remains.,256,params: location+preposition
EVENTMSG_PIRATE_UNRESOLVED,Slavers attacked the colony %s.,256,params: location+preposition
EVENTMSG_PIRATE_ENTITYVICTORY,Slavers have escaped with citizens kidnapped from the colony %s.,256,params: location+preposition
EVENTMSG_PIRATE_ENTITYDEFEAT,Slavers have been defeated %s.,256,params: location+preposition
EVENTMSG_SYSTEMKILLER_UNRESOLVED,You engaged the System Killer %s.,256,params: location+preposition
EVENTMSG_SYSTEMKILLER_ENTITYVICTORY,You engaged the System Killer %s.,256,params: location+preposition
EVENTMSG_SYSTEMKILLER_ENTITYDEFEAT,The System Killer has been destroyed %s.,256,params: location+preposition
EVENTMSG_PUPPETMASTER_UNRESOLVED,You engaged the Puppet Master %s.,256,params: location+preposition
EVENTMSG_PUPPETMASTER_ENTITYVICTORY,You engaged the Puppet Master %s.,256,params: location+preposition
EVENTMSG_PUPPETMASTER_ENTITYDEFEAT,The Puppet Master has been destroyed %s.,256,params: location+preposition
EVENTMSG_GASCLOUD_UNRESOLVED,You engaged Spectres %s.
EVENTMSG_GASCLOUD_ENTITYVICTORY,Your forces were devoured by Spectres %s.
EVENTMSG_GASCLOUD_ENTITYDEFEAT,You have destroyed a Spectre outbreak %s.
EVENTMSG_CROWSNEST_UNRESOLVED,Your colonization fleet triggered a trap %s.
EVENTMSG_CROWSNEST_ENTITYVICTORY,Your colonization fleet was destroyed by a trap %s.
EVENTMSG_CROWSNEST_ENTITYDEFEAT,Your colonization fleet escaped a trap %s.
EVENTMSG_GRAVTRAP_UNRESOLVED,Your mining fleet triggered a trap %s.
EVENTMSG_GRAVTRAP_ENTITYVICTORY,Your mining fleet was destroyed by a trap %s.
EVENTMSG_GRAVTRAP_ENTITYDEFEAT,Your mining fleet escaped a trap %s.
EVENTMSG_LOCUST_UNRESOLVED,You have engaged a Locust FleetWorld %s.
EVENTMSG_LOCUST_ENTITYVICTORY,You were destroyed by a Locust FleetWorld %s.
EVENTMSG_LOCUST_ENTITYDEFEAT,You destroyed a Locust FleetWorld %s.
EVENTMSG_BERSERKER_UNRESOLVED,You were attacked by a VN Berserker %s.
EVENTMSG_BERSERKER_ENTITYVICTORY,The colony %s was sterilized by a VN Berserker.
EVENTMSG_BERSERKER_ENTITYDEFEAT,You destroyed a VN Berserker %s.
EVENTMSG_TRADERAIDERS_UNRESOLVED,You have been hit by raiders %s.
EVENTMSG_TRADERAIDERS_ENTITYVICTORY,You have been hit by raiders %s.,,
EVENTMSG_TRADERAIDERS_ENTITYDEFEAT,You have defeated the raiders %s.,,

EVENTSUM_MONITOR_FIGHT,Asteroid Monitor %s,256,params: location+preposition
EVENTSUM_METEOR_FIGHT,Asteroids %s,256,params: location+preposition
EVENTSUM_VONNEUMANN_FIGHT,Von Neumann Attack %s,256,params: location+preposition
EVENTSUM_SWARM_FIGHT,Swarm Infestation %s,256,params: location+preposition
EVENTSUM_SWARMQUEEN_FIGHT,Silicoid Queen %s,256,params: location+preposition
EVENTSUM_DERELICT_FIGHT,Alien Derelict %s,256,params: location+preposition
EVENTSUM_SYSTEMKILLER_FIGHT,System Killer %s,256,params: location+preposition
EVENTSUM_PIRATE_FIGHT,Slavers %s,256,params: location+preposition
EVENTSUM_PUPPETMASTER_FIGHT,Puppet Master %s,256,params: location+preposition
EVENTSUM_GASCLOUD_FIGHT,Specters %s,,
EVENTSUM_CROWSNEST_FIGHT,Colony Trap %s,,
EVENTSUM_GRAVTRAP_FIGHT,Mining Trap %s,,
EVENTSUM_LOCUST_FIGHT,Locust Invasion %s,,
EVENTSUM_BERSERKER_FIGHT,VN Berserker %s,,
EVENTSUM_TRADERAIDERS_FIGHT,Raiders %s,,

COMBAT_VICTORY,You are victorious!,100,params: none
COMBAT_DEFEAT,You have been defeated.,100,params: none
COMBAT_DONE_FOR_OBSERVER,Data transmission terminated.,100,params: none
COMBAT_DRAW,Round draw.,100,params: none
COMBAT_NO_INBOUND_ASTEROIDS,No inbound asteroids remain.,100,params: none
COMBAT_DERELICT_NEUTRALIZED,The derelict has been neutralized!,100,params: none
COMBAT_DERELICT_DESTROYED,The derelict has been destroyed.,100,params: none
COMBAT_VONNEUMANN_MOM_RETREATED,The Von Neumann mothership has retreated.,100,params: none

COMBATSETUP_TITLE_IN_DEEPSPACE,Encounter in Deep Space,255,
COMBATSETUP_TITLE_AT_SYSTEM,Encounter at %s,255,params: system name
COMBATSETUP_TITLE_TRADE_RAIDING_SYSTEM,Raiding at %s,,
COMBATSETUP_TITLE_TRADE_RAIDING_SECTOR,Raiding in %s,,
COMBATSETUP_TITLE_TRADE_RAIDERS_SYSTEM,Raiders at %s,,
COMBATSETUP_TITLE_TRADE_RAIDERS_SECTOR,Raiders in %s,,
COMBATSETUP_TITLE_TRADE_RAID,Raiders in %s,255,params
COMBATSETUP_TITLE_IN_NODESPACE,Encounter in Nodespace,255,
COMBATSETUP_CARD_UNKNOWN_ENEMY,Unknown Menace,,Name displayed in the combat cards when player shouldn't know what is attacking.
COMBATSETUP_CARD_RAIDER_ENEMY,Raiders,,

COMBATHUD_RESQUEUE_TITLE,Reserves,,Title for the reserves queue in the combat hud.
COMBATHUD_FLEETCMD_TITLE,Fleet Commands,,Title for the fleet command area of the combat hud.
COMBATHUD_MAINBUTTON_SENSORS,Sensors,,Label for main button on bar in combat that takes you to sensors view when you click it.
COMBATHUD_MAINBUTTON_BATTLE,Battle,,Label for main button on bar in combat that takes you to the battle view when you click it.

SWARMQUEEN_DESIGN_NAME,Silicoid Queen,,
SWARMQUEEN_FLEET_NAME,Silicoid Queen,,

MISC_NPC_PLAYERNAME,Alien Menace,,Name of the NPC player. The NPC player is the player assiciated with the various scenarios.
MISC_SYSTEMKILLER_SHIPDESIGNNAME,Anomalous Object,,Name of ship design for the system killer as it appears to the user.
MISC_SYSTEMKILLER_FLEETNAME,Anomalous Object,,Name of fleet for the system killer as it appears to the user
MISC_PUPPETMASTER_SHIPDESIGNNAME,Unknown Design,,
MISC_PUPPETMASTER_FLEETNAME,Puppet Master,,
MISC_LOCUST_FLEETNAME,A cloud of ships,,
MISC_LOCUSTNEST_SHIPDESIGNNAME,The Locusts,,
